new unique backpack ! combines vintage with modern ! URL1283 via @USER415	ADJ NOUN NOUN PUNCT X NOUN ADP NOUN PUNCT X ADP X
RT @USER877 : and yes there are biblical references to the ' insignificance ' of women . BUT there 's just as many to our significance a \u2026	X X PUNCT CCONJ INTJ PRON AUX NOUN NOUN ADP DET PUNCT NOUN PUNCT ADP NOUN PUNCT CCONJ PRON AUX ADV ADP ADJ ADP PRON NOUN DET PUNCT
RT @USER650 : ALL THESE VIP PEEPS IN MY MENTIONS IT S LIT \ud83d\ude0d	X X PUNCT DET PRON PROPN NOUN ADP PRON NOUN PRON AUX X SYM
RT @USER1312 : we startin to bark viciously	X X PUNCT PRON VERB ADP NOUN X
RT @USER515 : \ It does n't matter how much you have . It all means nothing if you are not happy with yourself . \ Donald Duck #quotes htt \u2026	X X PUNCT PUNCT PRON AUX PART VERB ADV ADV PRON VERB PUNCT PRON DET VERB PRON SCONJ PRON AUX PART ADJ ADP PRON PUNCT PUNCT PROPN X X X PUNCT
pursuing the opposite : complain against EU red tape --> Seek EXCEPTIONAL treatment --> Get ever more red tape @USER2384 URL417	VERB DET NOUN PUNCT VERB ADP PROPN ADJ NOUN SYM X X X SYM VERB ADV ADV ADJ NOUN X X
. @USER217 explains why Lincoln 's way is the future of luxury motoring : URL1102 URL299	PUNCT PROPN PROPN ADV PROPN PART NOUN AUX DET NOUN ADP NOUN X PUNCT X X
RT @USER19 : They 're getting 1 k RTs per minute ... Start spamming if you do n't want their lead to increase . #Harmonizers #iHeartAwards \u2026	X X PUNCT PRON AUX VERB NUM NUM NOUN X X PUNCT VERB NOUN SCONJ PRON AUX PART VERB PRON VERB PART VERB PUNCT ADJ X PUNCT
Jewellery belonging to the Duchess of Windsor was auctioned today in 1987 in Geneva , raising \u00a3 31 M for medical research .	PROPN NOUN ADP DET NOUN ADP NOUN AUX ADJ NOUN ADP NOUN ADP NOUN PUNCT NOUN SYM NUM PROPN ADP ADJ NOUN PUNCT
Middle - Eastern relationships will go through the roof URL994	PROPN PUNCT NOUN NOUN AUX VERB ADP DET NOUN X
RT @USER2192 : 11 Selfies that will make you uncomfortable . URL1273 URL1530	X X PUNCT NUM NOUN PRON AUX VERB PRON NOUN PUNCT X X
#porn More free @ URL1029 No Tricks ! #gayporn #gaygif #chaturbate #gayvideo URL1477	NOUN ADJ ADJ ADP NOUN DET NOUN PUNCT X X X X X
I liked a @USER1490 video URL986 LIQUID LIPSTICKS YOU NEED !!!	PRON VERB DET PROPN NOUN X X X PRON NOUN PUNCT
Disastorus first innigs SL performed very well 2nd innings lead by 33 runs 3 wickets left for SL #ENGvSL	NOUN ADV NOUN NOUN NOUN ADV ADV ADJ NOUN VERB ADP NOUN ADP NUM NOUN VERB ADP NOUN X
@USER2482 exactly , just go ahead !!!	PROPN ADV PUNCT ADV VERB ADV PUNCT
#NowPlaying Meathook Seed URL910	X X X X
RT @USER132 : JDR did n't really address Mario Edwards being cleared ... he 's excited that Mario is part of team on the field .	X X PUNCT NOUN AUX PART ADV NOUN NOUN NOUN AUX NOUN PUNCT PRON AUX VERB DET NOUN AUX NOUN ADP NOUN ADP DET NOUN PUNCT
RT @USER2186 : chill date ideas URL419	X X PUNCT VERB NOUN NOUN X
\ Sorry I ca n't work on July 9th because everyone is leaving Hamilton & I 'm emotionally invested in their existence . \	PUNCT INTJ PRON AUX PART VERB ADP PROPN NOUN SCONJ PRON AUX VERB PROPN CCONJ PRON AUX VERB VERB ADP PRON NOUN PUNCT PUNCT
Listen to 4 - Ayo Remix Rough by Yung 4 ( fooeee ) #np on #SoundCloud URL568	VERB ADP NUM PUNCT NOUN NOUN NOUN ADP NOUN NUM PUNCT NOUN PUNCT X ADP PROPN X
RT @USER0 : YOU ARE A WITCH ! Mariah Carey 's Brother Calls Her Out For Not Helping With Dying Sister 's URL1410 URL217 \u2026	X X PUNCT PRON AUX DET NOUN PUNCT X X PART NOUN VERB PRON ADP ADP PART NOUN ADP NOUN NOUN PART NOUN X PUNCT
RT @USER2035 : JaDine Day . DNP 's First Day Gross . This Time 's First Day Gross 15 . 15M . 15M . All with 15 \ud83d\udc9c Ang saya ulitin . \ud83d\ude39 #ThisTi \u2026	X X PUNCT NOUN NOUN PUNCT X PART ADJ NOUN NOUN PUNCT DET NOUN PART ADJ NOUN NOUN NUM PUNCT NOUN PUNCT NOUN PUNCT DET ADP NUM PROPN NOUN X X PUNCT X X PUNCT
RT @USER1377 : Can we give respectability to those who want to break India ? Arun Jaitley in Rajya Sabha #AfzalDebate URL595	X X PUNCT AUX PRON VERB NOUN ADP PRON PRON VERB PART NOUN PROPN PUNCT X X ADP NOUN X X X
RT @USER785 : Hi from us @USER1759 ( excuse the insta spam ) URL980	X X PUNCT INTJ ADP PRON NOUN PUNCT VERB DET NOUN NOUN PUNCT X
RT @USER1979 : Go on URL1144 and comment a \u2764\ufe0f on any photo so I know it 's you !! URL235	X X PUNCT VERB ADP NOUN CCONJ VERB DET NOUN ADP DET NOUN ADV PRON VERB PRON AUX PRON PUNCT X
Money on my mind .. Money on my mind , so money is all I think of .	NOUN ADP PRON NOUN PUNCT NOUN ADP PRON NOUN PUNCT ADV NOUN AUX DET PRON VERB ADP PUNCT
Rattled Bangladesh run into resurgent India #IndiavsBangladesh ... #IndiavsBangladesh URL1115	NOUN NOUN VERB ADP NOUN PROPN NOUN PUNCT X X
@USER762 always here :)	NOUN ADV ADV SYM
Although your friendly nature usually puts others at ease , muc ... More for Libra URL430	SCONJ PRON NOUN NOUN NOUN VERB NOUN ADP NOUN PUNCT NOUN PUNCT ADJ ADP NOUN X
RT @USER607 : found some tires URL1025	X X PUNCT VERB DET NOUN X
if they announce dates here i will record myself bawling for your entertainment	SCONJ PRON VERB NOUN ADV PRON AUX VERB PRON VERB ADP PRON NOUN
#Mention Brett McDanel Art @USER2221 #bizitalk #uniqueart URL1345 #business	NOUN NOUN NOUN NOUN NOUN X X X X
RT @USER1910 : @USER1910 get off @USER1352 URL1376	X X PUNCT NOUN VERB ADP NOUN X
#group sex party porn anal dating URL1068	ADJ NOUN NOUN NOUN X ADV X
\ud83d\udd1e on the 13th \ud83d\ude34	NOUN ADP DET NOUN X
RT @USER1104 : Directors and CEOs from top Multinational companies meeting in a conference held at Gurugram . ( 2016 ) URL369 \u2026	X X PUNCT NOUN CCONJ VERB ADP NOUN NOUN NOUN NOUN ADP DET NOUN NOUN ADP NOUN PUNCT PUNCT NUM PUNCT X PUNCT
Do n't just be , make a difference	AUX PART ADV AUX PUNCT VERB DET NOUN
Broken Vows by English Artist Philip Calderon . Nice Canvas Art Print . Size 11 x 14 URL639 URL1110	NOUN NOUN ADP ADJ NOUN NOUN NOUN PUNCT ADJ NOUN NOUN NOUN PUNCT NOUN NUM SYM NUM X X
RT @USER1457 : Where URL978	X X PUNCT ADV NOUN
@USER1273 @USER215 be thankful it 's only 1 k ... Double or triple that for LA .	PROPN NOUN AUX VERB PRON AUX ADJ NUM NOUN PUNCT NOUN CCONJ VERB PRON ADP PROPN PUNCT
@USER1757 Your Twitterettes are doing fine .	VERB PRON NOUN AUX VERB ADJ PUNCT
basketball bitch	NOUN NOUN
You can either sit and dwell on all the negative shit ... Or you can thank god you 're alive 'n blessed !!	PRON AUX ADV VERB CCONJ NOUN ADP DET DET ADJ NOUN PUNCT CCONJ PRON AUX VERB NOUN PRON AUX ADJ NOUN NOUN PUNCT
RT @USER26 : Dio - Rainbow In The Dark !! URL1388	X X PUNCT NOUN PUNCT NOUN ADP DET NOUN PUNCT X
RT @USER482 : 3 years ago today ... The best guard of honour EVER ! #mufc URL422	X X PUNCT NUM NOUN ADV NOUN PUNCT DET ADJ NOUN ADP NOUN NOUN PUNCT X X
RT @USER1299 : Behind the scenes . Rick and Daryl #TheWalkingDead URL359	X X PUNCT VERB DET NOUN PUNCT PROPN CCONJ NOUN X X
#NowPlaying Work by Rihanna \u266b URL603	X VERB ADP PROPN SYM X
RT @USER2107 : never want to disappoint you	X X PUNCT ADV VERB PART VERB PRON
@USER1582 @USER1801 @USER1146 is logic . She leads in Alba , would connect across generations . She can also check Nic Sturgeon	PROPN NOUN NOUN AUX NOUN PUNCT PRON VERB ADP NOUN PUNCT AUX NOUN X X PUNCT PRON AUX ADV VERB NOUN X
RT @USER207 : BTS Summer Package in Dubai : Photobook , DVD , 2 mini poster , Zipperbag , Beach ball , Tattoo stickers , Charm accessory htt \u2026	X X PUNCT NOUN NOUN NOUN ADP NOUN PUNCT NOUN PUNCT NOUN PUNCT NUM PROPN NOUN PUNCT NOUN PUNCT NOUN NOUN PUNCT PROPN NOUN PUNCT X X X PUNCT
@USER2661 @USER687 yeah . Looks like he is like Wakefield , in the US calling himself doctor when he has no right to the title .	PROPN PROPN INTJ PUNCT VERB SCONJ PRON AUX ADP NOUN PUNCT ADP DET PROPN VERB PRON NOUN ADV PRON VERB DET ADV ADP DET NOUN PUNCT
@USER931 it 's wild I promise you	VERB PRON AUX NOUN PRON VERB PRON
iOrange -E 10 ft Strongest Kevlar Fiber Lightning Cable and Retractable Lightning Cable from $ 9.99 AC @USER83 URL715	NOUN NOUN NUM VERB NOUN NOUN NOUN PROPN NOUN CCONJ NOUN NOUN NOUN ADP SYM X X X X
RT @USER338 : \ You 're all racists ! \ \ Actually , I just prefer democracy to a remote , self - serving ... \ \ Shut up ! Shut up ! Racist ! \ Etc.	X X PUNCT PUNCT PRON AUX DET NOUN PUNCT PUNCT PUNCT ADV PUNCT PRON ADV VERB NOUN ADP DET NOUN PUNCT NOUN PUNCT NOUN PUNCT PUNCT PUNCT VERB ADP PUNCT VERB ADP PUNCT NOUN PUNCT PUNCT X
RT @USER598 : Bryson Tiller had a 1 hell of a year	X X PUNCT NOUN NOUN VERB DET NUM NOUN ADP DET NOUN
RT @USER1766 : A fan account 's love of you is quantifiable by the amount of reblogged ugly pictures they think you look good in . #ThenkUA \u2026	X X PUNCT DET NOUN NOUN PART NOUN ADP PRON AUX NOUN ADP DET NOUN ADP NOUN ADJ NOUN PRON VERB PRON VERB ADJ ADP PUNCT X PUNCT
@USER1830 Now there 's a quote	NOUN ADV PRON AUX DET NOUN
Just take a normal pic of yourself and filter it black and white , that 's your gear , hahaha URL287	ADV VERB DET ADJ NOUN ADP PRON CCONJ VERB PRON ADJ CCONJ ADJ PUNCT PRON AUX PRON NOUN PUNCT X X
He fresh w the dad jeans \ud83d\udc80 URL541	PRON ADJ ADP DET NOUN X X X
RT @USER2485 : 2 BRAND NEW #Decay designs are available right now @ URL830 buy now for 20 % off URL464	X X PUNCT NUM NOUN ADJ NOUN NOUN AUX ADV ADV ADV ADP NOUN VERB ADV ADP NUM SYM ADP NOUN
best friend forever he said	ADJ NOUN ADV PRON VERB
Doncaster Phoenix too good for West Hartlepool - Hartlepool Mail #Doncaster URL1585	NOUN NOUN ADV ADJ ADP NOUN NOUN PUNCT X NOUN X X
RT @USER1313 : Here 's some motivation !! GO HARD GUYS #5SOSFam #BestFanArmy #iHeartAwards URL1466	X X PUNCT ADV AUX DET NOUN PUNCT VERB X NOUN X X X X
@USER709 @USER2377 NO THANKS NO MORE FOX ! ENJOY YOUR DEVOTED TIME TO THE MAN WHO WILL NOT GET THE FEMALE VOTE FOR PRESIDENT	PROPN VERB DET NOUN DET ADJ NOUN PUNCT X PRON NOUN NOUN ADP DET NOUN PRON AUX PART VERB DET NOUN VERB ADP NOUN
@USER229 If you are you interested in True Esoteric teachings , check URL954	NOUN SCONJ PRON AUX PRON VERB ADP NOUN NOUN X PUNCT VERB X
RT @USER2477 : Things that happened last Saturday & Sunday . Kath & DJ are nt lucky , they 're blessed . #VoteKathrynFPP #KCA URL708 \u2026	X X PUNCT NOUN PRON VERB ADJ NOUN CCONJ NOUN PUNCT X CCONJ PROPN AUX PART ADJ PUNCT PRON AUX ADJ PUNCT X X X PUNCT
I run yo brain around the block to jog your fuckin memory	PRON VERB PRON NOUN ADP DET NOUN PART VERB PRON NOUN NOUN
Curry finishes , passes , & averages 2+ steals a game ..... URL698	PROPN NOUN PUNCT NOUN PUNCT CCONJ NOUN NOUN VERB DET NOUN PUNCT X
RT @USER84 : Three years after @USER1663 died , I wrote a thing . About death and drugs and stigma . You can read it here . URL219 \u2026	X X PUNCT NUM NOUN ADP NOUN X PUNCT PRON VERB DET NOUN PUNCT ADP NOUN CCONJ NOUN CCONJ NOUN PUNCT PRON AUX VERB PRON ADV PUNCT X PUNCT
Girls all became annoying when they just wanted to \ Slayyy , yas bitch , mom \ud83d\ude0d , fabulous , FIERCE , omg slay my fucking life \ stfu lol	NOUN DET ADV ADJ ADV PRON ADV VERB ADP PUNCT NOUN PUNCT PROPN NOUN PUNCT NOUN SYM PUNCT NOUN PUNCT NOUN PUNCT INTJ VERB PRON ADJ NOUN PUNCT X INTJ
@USER2512 have shared the details . Expecting a call back from you .	NOUN AUX VERB DET NOUN PUNCT VERB DET NOUN ADV ADP PRON PUNCT
RT @USER2353 : Man I do n't feel like being at school	X X PUNCT NOUN PRON AUX PART VERB SCONJ AUX ADP NOUN
RT @USER2410 : 2/50 slightly behind Ashamed to say it 's taken me this long to find the time to sit and \u2026 URL552	X X PUNCT NOUN NOUN ADP NOUN PART VERB PRON AUX VERB PRON DET ADJ PART VERB DET NOUN PART VERB CCONJ PUNCT X
@USER1591 my bad lol	VERB PRON ADJ INTJ
MCGI : RT aiefrel : A million thanks to God for all the things that He has done to us ! To GOD be the Glory :) #MCGIEndlessThanksgiving	NOUN PUNCT X X PUNCT DET NUM NOUN ADP PROPN ADP DET DET NOUN SCONJ PRON VERB VERB ADP PRON PUNCT ADP NOUN AUX DET NOUN SYM X
RT @USER714 : Baby chimpanzee \ud83d\udc35 URL1478	X X PUNCT X X X X
I 'm ready to take the next step God .	PRON AUX ADJ PART VERB DET ADJ NOUN NOUN PUNCT
I 've finished the Bartolomeo 's Orders quest ! Are you able to fulfil the same task ? URL810 #android , #androidgames , #gam ...	PRON AUX VERB DET NOUN PART NOUN NOUN PUNCT AUX PRON VERB PART VERB DET ADJ NOUN PUNCT X X PUNCT PROPN PUNCT NOUN PUNCT
Reunited gon na win this #ThePlaysLaunch	NOUN VERB PART VERB DET NOUN
RT @USER1508 : Do you ever realize Sounds Live Feels Live Starts this month and just URL979	X X PUNCT AUX PRON ADV VERB ADJ ADJ NOUN PROPN VERB DET NOUN CCONJ ADV X
RT @USER561 : The safety of our kids is more important than the interests of the NRA . Our leaders should act like it . URL851 \u2026	X X PUNCT DET NOUN ADP PRON NOUN AUX ADJ ADJ ADP DET NOUN ADP DET NOUN PUNCT PRON NOUN AUX VERB ADP PRON PUNCT X PUNCT
RT @USER1871 : 160308 NATURE REPUBLIC FANSIGN IN BANGKOK Picture of u #SEHUN URL1573	X X PUNCT X X X X ADP NOUN NOUN ADP PRON NOUN X
RT @USER1538 : You bitches do the MOST for less \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude34	X X PUNCT PRON NOUN VERB DET NOUN ADP ADJ NOUN
RT @USER2567 : 6 Things That You Did n't Know About The Fresh Prince Of Bel Air . >>> URL763 URL316	X X PUNCT NUM NOUN PRON PRON AUX PART VERB ADP DET ADJ PROPN ADP NOUN NOUN PUNCT X X X
@USER2659 ur album bout to be lit	PROPN PRON NOUN ADP PART AUX ADJ
RT @USER2428 : This is CARI pm me at URL1018 I will give u her phone number to meet in USA . U must be 18+ . URL223 \u2026	X X PUNCT PRON AUX NOUN NOUN PRON ADP PROPN PRON AUX VERB PRON PRON NOUN NOUN PART VERB ADP PROPN PUNCT PRON AUX AUX NOUN PUNCT X PUNCT
RT @USER2392 : Mysterious !!!	X X PUNCT NOUN PUNCT
RT @USER2278 : 95 % Discount on @USER1600 Secret Weapon #Trading Course & 6 Setups using #Ichimoku >> URL1373 ht \u2026	X X PUNCT NUM SYM NOUN ADP NOUN X X X X CCONJ NUM NOUN VERB NOUN PUNCT X X PUNCT
RT @USER1595 : follow everyone who retweets this URL1422	X X PUNCT VERB PRON PRON VERB PRON NOUN
Huawei P9 Release Date , Price and Specs - CNET : Huawei 's new P9 -- and its big brother , the P9 Plus -- have tw ... URL386	NOUN NOUN NOUN NOUN PUNCT NOUN CCONJ NOUN PUNCT NOUN PUNCT NOUN PART ADJ NOUN PUNCT CCONJ PRON ADJ NOUN PUNCT DET NOUN X PUNCT VERB X PUNCT X
Amazon 's already large distribution empire keeps expanding URL813 #storystream #sports	PROPN PART ADV NOUN X X VERB X X X X
@USER1758 thanks I appreciate it	PROPN NOUN PRON VERB PRON
. @USER1407 @USER2135 Sera Community #Rhino Sanctuary Celebrate first Eastern Black Rhino birth URL247 @USER1516	PUNCT X X X NOUN X X X ADV NOUN ADJ NOUN X X X
RT @USER2211 : Hillary Clinton dresses like she 's in charge of some sort of space federation . URL1205	X X PUNCT PROPN PROPN NOUN SCONJ PRON AUX ADP NOUN ADP DET NOUN ADP NOUN NOUN PUNCT X
@USER2623 you probly just deleted them all lmfao	PROPN PRON NOUN ADV ADV PRON DET INTJ
RT @USER845 : you know you made the wrong decision when marine le pen agrees URL1314	X X PUNCT PRON VERB PRON VERB DET ADJ NOUN ADV X X X X X
@USER1817 I love it ;)	PROPN PRON VERB PRON SYM
Stanley Cup Final Takeaways : Penguins top Sharks in thrilling Game 1 URL1393 penguinswinscf1.jpg \u2026 URL641	ADJ NOUN NOUN NOUN PUNCT NOUN NOUN NOUN ADP ADJ NOUN NUM NOUN X PUNCT X
2 people followed me // automatically checked by URL936	NUM NOUN VERB PRON SYM ADV VERB ADP NOUN
RT @USER1545 : This is gon na be my child URL1471	X X PUNCT PRON AUX VERB PART AUX PRON NOUN X
RT @USER1869 : Bulgaria 's president talks to euronews about free movement , migrants & border fences URL561 URL393 \u2026	X X PUNCT NOUN PART NOUN VERB PART NOUN ADP ADJ NOUN PUNCT NOUN CCONJ NOUN NOUN X X PUNCT
\ If I play dead , he 'll go away \	PUNCT SCONJ PRON VERB ADJ PUNCT PRON AUX VERB ADV PUNCT
@USER1188 Such a nice guy right ?	NOUN VERB DET ADJ NOUN ADV PUNCT
RT @USER122 : We \u2019re not dating , but you \u2019re still mine .	X X PUNCT PRON AUX PART VERB PUNCT CCONJ PRON AUX ADV PRON PUNCT
RT @USER744 : Kelsea performing in Chicago ! [ 2.4.16 ] ( @USER164 ) URL399	X X PUNCT NOUN NOUN ADP PROPN PUNCT PUNCT X PUNCT PUNCT NOUN PUNCT X
RT @USER2069 : Kangaroos hold off Bulldogs to maintain unbeaten start to AFL ... #EtihadStadium URL1093	X X PUNCT NOUN VERB ADP NOUN PART NOUN NOUN VERB ADP NOUN PUNCT X X
RT @USER1913 : when you find a boy that 's cute , texts back fast , buys you food , AND stays loyal af URL707	X X PUNCT ADV PRON VERB DET NOUN PRON AUX ADJ PUNCT VERB ADV ADJ PUNCT VERB PRON NOUN PUNCT CCONJ VERB X NOUN X
Black Wig Brasil : URL914	ADJ NOUN PROPN PUNCT X
More Photos As Mercy Aigbe Celebrates Her Son \u2019s 6th Birthday . URL1369 via @USER2638	ADJ NOUN ADV NOUN X X PRON NOUN PART ADJ NOUN PUNCT X ADP X
RT @USER1209 : Ppl will try to expose what 's wrong with u because they ca n't handle what 's right about u .	X X PUNCT VERB AUX VERB PART VERB PRON AUX ADJ ADP PRON SCONJ PRON AUX PART VERB PRON AUX ADV ADP PRON PUNCT
RT @USER1422 : \ So what does your Son do for a living ? \ URL1016	X X PUNCT PUNCT ADV PRON VERB PRON NOUN VERB ADP DET NOUN PUNCT PUNCT X
RT @USER1465 : Scientists now accept that we can bring dinosaurs back into the world using bird DNA .	X X PUNCT NOUN ADV VERB SCONJ PRON AUX VERB NOUN ADV ADP DET NOUN VERB NOUN NOUN PUNCT
RT @USER2551 : \ Excuse me , $ hillary , your baggage is over the limit . \ #NotMeUs #FBImWithHer @USER2222 @USER149	X X PUNCT PUNCT VERB PRON PUNCT SYM NOUN PUNCT PRON NOUN AUX ADP DET NOUN PUNCT PUNCT X X X X
Want to work at Kold Trans ? We 're #hiring in #Cheyenne , WY ! Click for details : URL1038 #trucker URL438	VERB PART VERB ADP PROPN NOUN PUNCT PRON AUX VERB ADP NOUN PUNCT NOUN PUNCT NOUN ADP NOUN PUNCT X X X
RT @USER1897 : park bom high note URL733	X X PUNCT NOUN NOUN ADJ NOUN X
RT @USER2133 : DrMSG @USER530 JI ALMIGHTY !! MSG #OneYearOfMSG	X X PUNCT X X PROPN NOUN PUNCT X X
goodnight twitter \ud83d\ude0e	NOUN VERB SYM
RT @USER1224 : MS : How New Treatment Combats The Disease URL1430	X X PUNCT X PUNCT ADV ADJ NOUN X DET NOUN X
RT @USER1835 : RT @USER45 A SciFi author explains why science fiction matters . \u25b6 URL1595 URL429 #amr \u2026	X X PUNCT X X DET NOUN X VERB ADV NOUN X NOUN PUNCT X X X X PUNCT
RT @USER1723 : Buy Brand Viagra 100 mg . Order Viagra at URL1618 Online Pharmacy !	X X PUNCT ADV ADJ PROPN NUM NOUN PUNCT NOUN PROPN ADP NOUN ADJ NOUN PUNCT
FOR A SECOND I WAS LIKE \ WHO 'S EMY \ BUT THEN IT HIT ME	ADP DET NOUN PRON AUX VERB PUNCT PRON AUX NOUN PUNCT CCONJ ADV PRON VERB PRON
to celebrate this remarkable day i will read a bunch of yaois thx	PART VERB DET NOUN NOUN PRON AUX VERB DET NOUN ADP NOUN X
RT @USER97 : Should I release this ? RT URL1497	X X PUNCT AUX PRON VERB PRON PUNCT X X
@USER1539 do n't say that about him \ud83d\ude29 he 's just young ..	NOUN AUX PART VERB PRON ADP PRON SYM PRON AUX ADV ADJ PUNCT
RT @USER1532 : Soccer is the best stress reliever .	X X PUNCT NOUN AUX DET ADJ NOUN NOUN PUNCT
RT @USER1432 : If you 're gon na see Deadpool a 3rd time , let me know when and where . Not asking for me . For my twin brother , Donald . h \u2026	X X PUNCT SCONJ PRON AUX VERB PART VERB VERB DET NOUN NOUN PUNCT VERB PRON VERB ADV CCONJ ADV PUNCT PART VERB ADP PRON PUNCT ADP PRON NOUN NOUN PUNCT PROPN PUNCT X PUNCT
@USER1547 We ca n't guarantee you 'll get a new one every time you reboot the router and ONT . It may take some time . ^DDD	PROPN PRON AUX PART VERB PRON AUX VERB DET ADJ NUM DET NOUN PRON VERB DET NOUN CCONJ NOUN PUNCT PRON AUX VERB DET NOUN PUNCT X
RT @USER2562 : Ca n't get enough of you baby	X X PUNCT AUX PART VERB ADJ ADP PRON NOUN
RT @USER2660 : I want to win @USER1865 's books giveaway ! #esthetichadidgiveaways P.S. Saved accounts are allowed ! \ud83d\udc97\ud83c\udf38\ud83c\udf3a URL885 \u2026	X X PUNCT PRON VERB PART VERB NOUN PART NOUN NOUN PUNCT X X X X AUX VERB PUNCT X X PUNCT
Man what a birthday	NOUN PRON DET NOUN
#movies The Best Summer Vacations in Movies : The Best Summer Vacations in Movies URL239 #celebs #celebrity	VERB DET ADJ NOUN NOUN ADP NOUN PUNCT DET ADJ NOUN NOUN ADP NOUN X X X
#roma : Salmo - The Italian Way URL578	NOUN PUNCT NOUN PUNCT DET PROPN NOUN X
RT @USER1414 : I 'm dead lmao \ud83d\ude2d\ud83d\ude02\ud83d\ude2d\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02 \ @USER2557 : The woman you thought you married vs who you really married URL451 \	X X PUNCT PRON AUX ADJ INTJ NOUN PUNCT X PUNCT DET NOUN PRON VERB PRON VERB PROPN PRON PRON ADV ADJ NOUN PUNCT
HO MY GAWD URL1023	VERB PRON NOUN X
RT @USER360 : The statistics are staggering ... URL1534 #untj4270	X X PUNCT DET NOUN AUX NOUN PUNCT X X
I have cracked and opened up the bag of cool ranch doritos	PRON VERB NOUN CCONJ VERB ADP DET NOUN ADP ADJ X X
RT @USER1637 : You are my definition of the word \ love . \ Thank you .. thank you , @USER2199 . I am so proud of you .. always \u2764 URL895 \u2026	X X PUNCT PRON AUX PRON NOUN ADP DET NOUN PUNCT NOUN PUNCT PUNCT VERB PRON PUNCT VERB PRON PUNCT PROPN PUNCT PRON AUX ADV ADJ ADP PRON PUNCT ADV X X PUNCT
RT @USER2057 : I thought it was fake sub \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02 URL648	X X PUNCT PRON VERB PRON AUX ADJ NOUN X X
RT @USER2578 : The fact that dogs respect ' no ' more than a lot of guys is really messed up .	X X PUNCT DET NOUN PRON NOUN NOUN PUNCT DET PUNCT ADJ ADP DET NOUN ADP NOUN AUX ADV VERB ADP PUNCT
RT @USER1131 : HEY ! NEW MUSIC VIDEO TOMORROW ! It 's to my song \ Home Sweet Home \ 3 pm EST / noon PST on URL307 URL223 \u2026	X X PUNCT INTJ PUNCT ADJ NOUN NOUN NOUN PUNCT PRON AUX ADP PRON NOUN PUNCT NOUN NOUN NOUN PUNCT NUM NOUN NOUN PUNCT NOUN X ADP NOUN X PUNCT
